Ligand	ECMp	Barcode	Cells_CP_Intensity_IntegratedIntensity_MitoTrackerLog2RUVLoess_SE	Cells_CP_Intensity_MedianIntensity_MitoTrackerLog2RUVLoess_SE	Cytoplasm_CP_Intensity_IntegratedIntensity_MitoTrackerLog2RUVLoess_SE	Cytoplasm_CP_Intensity_MedianIntensity_MitoTrackerLog2RUVLoess_SE	Spot_PA_SpotCellCountLog2RUVLoess_SE	Nuclei_PA_Cycle_DNA2NProportionLogitRUVLoess_SE	Spot_PA_SpotCellCount_SE	Well	MEP	CellLine	LigandSet	Ligand1	Ligand2	ECMSet	ECM1	ECM2	ECM3	EndpointDAPI	Endpoint488	Endpoint555	Endpoint647	CellLineAn	Ligand1An	Ligand2An	ECM1An	ECM2An	ECM3An	CellLineLx	Ligand1Lx	Ligand2Lx	ECM1Lx	ECM2Lx	ECM3Lx	395nmLx	488nmLx	555nmLx	640nmLx	750nmLx	Well_Ligand	PinDiameter	Cells_CP_AreaShape_AreaLog2RUVLoess	Cells_CP_AreaShape_CompactnessLog2RUVLoess	Cells_CP_AreaShape_ExtentLog2RUVLoess	Cells_CP_AreaShape_FormFactorLog2RUVLoess	Cells_CP_AreaShape_MajorAxisLengthLog2RUVLoess	Cells_CP_AreaShape_MaxFeretDiameterLog2RUVLoess	Cells_CP_AreaShape_MaximumRadiusLog2RUVLoess	Cells_CP_AreaShape_MeanRadiusLog2RUVLoess	Cells_CP_AreaShape_MedianRadiusLog2RUVLoess	Cells_CP_AreaShape_MinFeretDiameterLog2RUVLoess	Cells_CP_AreaShape_MinorAxisLengthLog2RUVLoess	Cells_CP_AreaShape_PerimeterLog2RUVLoess	Cells_CP_AreaShape_SolidityLog2RUVLoess	Cytoplasm_CP_AreaShape_AreaLog2RUVLoess	Cytoplasm_CP_AreaShape_CompactnessLog2RUVLoess	Cytoplasm_CP_AreaShape_ExtentLog2RUVLoess	Cytoplasm_CP_AreaShape_FormFactorLog2RUVLoess	Cytoplasm_CP_AreaShape_MajorAxisLengthLog2RUVLoess	Cytoplasm_CP_AreaShape_MaxFeretDiameterLog2RUVLoess	Cytoplasm_CP_AreaShape_MaximumRadiusLog2RUVLoess	Cytoplasm_CP_AreaShape_MeanRadiusLog2RUVLoess	Cytoplasm_CP_AreaShape_MedianRadiusLog2RUVLoess	Cytoplasm_CP_AreaShape_MinFeretDiameterLog2RUVLoess	Cytoplasm_CP_AreaShape_MinorAxisLengthLog2RUVLoess	Cytoplasm_CP_AreaShape_PerimeterLog2RUVLoess	Cytoplasm_CP_AreaShape_SolidityLog2RUVLoess	Nuclei_CP_AreaShape_AreaLog2RUVLoess	Nuclei_CP_AreaShape_CompactnessLog2RUVLoess	Nuclei_CP_AreaShape_ExtentLog2RUVLoess	Nuclei_CP_AreaShape_FormFactorLog2RUVLoess	Nuclei_CP_AreaShape_MajorAxisLengthLog2RUVLoess	Nuclei_CP_AreaShape_MaxFeretDiameterLog2RUVLoess	Nuclei_CP_AreaShape_MaximumRadiusLog2RUVLoess	Nuclei_CP_AreaShape_MeanRadiusLog2RUVLoess	Nuclei_CP_AreaShape_MedianRadiusLog2RUVLoess	Nuclei_CP_AreaShape_MinFeretDiameterLog2RUVLoess	Nuclei_CP_AreaShape_MinorAxisLengthLog2RUVLoess	Nuclei_CP_AreaShape_PerimeterLog2RUVLoess	Nuclei_CP_AreaShape_SolidityLog2RUVLoess	Cells_CP_Intensity_IntegratedIntensity_ActinLog2RUVLoess	Cells_CP_Intensity_IntegratedIntensity_MitoTrackerLog2RUVLoess	Cells_CP_Intensity_MedianIntensity_ActinLog2RUVLoess	Cells_CP_Intensity_MedianIntensity_MitoTrackerLog2RUVLoess	Cytoplasm_CP_Intensity_IntegratedIntensity_ActinLog2RUVLoess	Cytoplasm_CP_Intensity_IntegratedIntensity_CellMaskLog2RUVLoess	Cytoplasm_CP_Intensity_IntegratedIntensity_DapiLog2RUVLoess	Cytoplasm_CP_Intensity_IntegratedIntensity_MitoTrackerLog2RUVLoess	Cytoplasm_CP_Intensity_MedianIntensity_ActinLog2RUVLoess	Cytoplasm_CP_Intensity_MedianIntensity_CellMaskLog2RUVLoess	Cytoplasm_CP_Intensity_MedianIntensity_DapiLog2RUVLoess	Cytoplasm_CP_Intensity_MedianIntensity_MitoTrackerLog2RUVLoess	Nuclei_CP_Intensity_IntegratedIntensity_DapiLog2RUVLoess	Nuclei_CP_Intensity_MedianIntensity_DapiLog2RUVLoess	Spot_PA_SpotCellCountLog2RUVLoess	Nuclei_PA_Cycle_DNA2NProportionLogitRUVLoess	Nuclei_PA_Cycle_DNA4NProportionLogitRUVLoess	Nuclei_CP_AreaShape_EccentricityLogitRUVLoess	Spot_PA_SpotCellCount	Spot_PA_ReplicateCount	QA_LowReplicateCount
TNFRSF11B	VCAM1|1	LI8X00521	0.08937	0.07833	0.10241	0.07766	0.03897	0.14415	3.942	A01	VCAM1|1_TNFRSF11B	MCF10A	LS3p1s3	TNFRSF11B_O00300	NA	ES3p2s3	VCAM1|1_P19320|1	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-TNFRSF11B_O00300-RnDSystemsOwn_185OS_DYF0915071	NA	protein-VCAM1|1_P19320|1-RnDSystemsOwn_ADP5_AOO2313081	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	TNFRSF11B_O00300	NA	VCAM1|1_P19320|1	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A01_TNFRSF11B	350	9.920	0.12669	-0.6349	-0.4491	5.367	5.414	3.812	2.420	2.326	4.880	4.886	6.981	-0.1122477	7.572	3.228	-2.875	-4.565	5.693	5.414	1.2406	0.09090	-4.177e-03	4.880	5.252	7.876	-2.4044	9.641	0.11944	-0.5960	-0.3987	5.300	5.310	3.699	2.330	2.151	4.790	4.793	6.837	-0.10098	20.91	18.29	10.883	8.276	18.70	19.97	20.27	16.10	11.070	12.44	12.66	8.431	22.72	12.98	7.291	1.109323	-1.1221750	1.1463	157.00	13	FALSE
TNFRSF11B	VTN	LI8X00521	0.11058	0.10047	0.15861	0.09908	0.03526	0.13540	3.611	A01	VTN_TNFRSF11B	MCF10A	LS3p1s3	TNFRSF11B_O00300	NA	ES3p2s3	VTN_P04004	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-TNFRSF11B_O00300-RnDSystemsOwn_185OS_DYF0915071	NA	protein-VTN_P04004-RnDSystemsOwn_2308VN_NBH0714011	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	TNFRSF11B_O00300	NA	VTN_P04004	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A01_TNFRSF11B	350	10.022	0.15874	-0.6399	-0.4897	5.477	5.514	3.835	2.465	2.350	4.930	4.914	7.079	-0.1216973	7.789	3.078	-2.756	-4.429	5.785	5.514	1.3131	0.20386	-3.611e-03	4.930	5.279	7.962	-2.2785	9.758	0.14377	-0.6017	-0.4233	5.344	5.379	3.731	2.352	2.215	4.822	4.809	6.922	-0.10505	21.20	18.63	11.095	8.389	19.04	20.28	20.64	16.46	11.234	12.61	12.78	8.553	23.03	13.11	7.191	0.427684	-0.4264040	1.3400	145.00	14	FALSE
TNFSF11|1	ALCAM|1	LI8X00523	0.08243	0.07643	0.11021	0.07743	0.06447	0.14676	5.914	B02	ALCAM|1_TNFSF11|1	MCF10A	LS5p1s3	TNFSF11|1_O14788|1	NA	ES1p2s3	ALCAM|1_Q13740|1	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-TNFSF11|1_O14788|1-RnDSystemsOwn_390TN010CF_EPM2212091	NA	protein-ALCAM|1_Q13740|1-RnDSystemsOwn_656AL_CEI0313061	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	TNFSF11|1_O14788|1	NA	ALCAM|1_Q13740|1	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	B02_TNFSF11|1	350	10.041	0.10754	-0.6419	-0.4618	5.465	5.495	3.878	2.507	2.371	4.992	4.978	7.056	-0.1334812	7.942	3.008	-2.687	-4.368	5.774	5.495	1.7247	0.35826	7.036e-03	4.992	5.309	7.948	-2.2356	9.701	0.10473	-0.5789	-0.3873	5.325	5.355	3.767	2.384	2.208	4.824	4.861	6.895	-0.10436	20.80	17.86	10.773	7.781	18.85	20.30	20.39	16.02	10.947	12.35	12.36	7.807	22.44	12.91	7.318	0.970567	-0.9771331	1.2087	150.00	15	FALSE
TNFSF11|1	BCAN|1	LI8X00523	0.10403	0.10591	0.16565	0.10547	0.06846	0.19385	7.664	B02	BCAN|1_TNFSF11|1	MCF10A	LS5p1s3	TNFSF11|1_O14788|1	NA	ES3p2s3	BCAN|1_Q96GW7|1	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-TNFSF11|1_O14788|1-RnDSystemsOwn_390TN010CF_EPM2212091	NA	protein-BCAN|1_Q96GW7|1-RnDSystemsOwn_4009BC_PUT1214011	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	TNFSF11|1_O14788|1	NA	BCAN|1_Q96GW7|1	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	B02_TNFSF11|1	350	10.063	0.12684	-0.6426	-0.4808	5.508	5.524	3.941	2.549	2.382	5.007	5.014	7.106	-0.1311207	7.981	2.950	-2.730	-4.426	5.839	5.524	1.8183	0.38848	4.364e-02	5.007	5.386	7.992	-2.2568	9.806	0.09818	-0.5453	-0.3687	5.356	5.388	3.833	2.447	2.344	4.859	4.901	6.921	-0.11860	20.74	17.88	10.451	7.616	18.82	20.30	20.37	15.92	10.628	12.17	12.14	7.645	22.47	12.70	7.239	1.128231	-1.1431244	1.1583	145.50	14	FALSE
TNFSF11|1	BGN	LI8X00523	0.10452	0.08178	0.11136	0.08394	0.03763	0.12535	4.961	B02	BGN_TNFSF11|1	MCF10A	LS5p1s3	TNFSF11|1_O14788|1	NA	ES3p2s3	BGN_P21810	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-TNFSF11|1_O14788|1-RnDSystemsOwn_390TN010CF_EPM2212091	NA	protein-BGN_P21810-RnDSystemsOwn_2667CM_MZI0414031	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	TNFSF11|1_O14788|1	NA	BGN_P21810	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	B02_TNFSF11|1	350	10.097	0.12211	-0.6229	-0.4504	5.509	5.548	3.948	2.565	2.387	5.034	5.030	7.108	-0.1106030	7.955	3.042	-2.785	-4.427	5.817	5.548	1.7155	0.35764	-3.727e-03	5.034	5.377	7.984	-2.2493	9.810	0.11591	-0.5681	-0.3773	5.339	5.362	3.825	2.437	2.313	4.842	4.869	6.914	-0.09753	20.85	17.86	10.697	7.656	18.82	20.31	20.29	15.85	10.862	12.30	12.20	7.664	22.51	12.85	7.298	1.039612	-1.0350792	1.2445	147.00	14	FALSE
TNFSF11|1	CD44|1	LI8X00523	0.11363	0.08197	0.14848	0.08611	0.04147	0.15579	5.755	B02	CD44|1_TNFSF11|1	MCF10A	LS5p1s3	TNFSF11|1_O14788|1	NA	ES1p2s3	CD44|1_P16070|1	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-TNFSF11|1_O14788|1-RnDSystemsOwn_390TN010CF_EPM2212091	NA	protein-CD44|1_P16070|1-RnDSystemsOwn_3660CD_OPT0313111	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	TNFSF11|1_O14788|1	NA	CD44|1_P16070|1	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	B02_TNFSF11|1	350	10.055	0.14592	-0.6228	-0.4417	5.465	5.524	3.887	2.489	2.357	5.000	4.983	7.071	-0.1375121	7.858	3.167	-2.807	-4.453	5.796	5.524	1.5464	0.27735	-1.521e-02	5.000	5.324	7.985	-2.3379	9.791	0.12319	-0.5964	-0.4048	5.376	5.396	3.789	2.396	2.271	4.857	4.841	6.932	-0.10939	20.78	17.89	10.722	7.758	18.84	20.21	20.37	15.91	10.872	12.41	12.37	7.804	22.55	12.85	7.330	0.882839	-0.9037994	1.2004	147.00	15	FALSE
TNFSF11|1	CDH15	LI8X00523	0.09349	0.08229	0.12474	0.08092	0.04628	0.19418	4.712	B02	CDH15_TNFSF11|1	MCF10A	LS5p1s3	TNFSF11|1_O14788|1	NA	ES2p2s3	CDH15_P55291	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-TNFSF11|1_O14788|1-RnDSystemsOwn_390TN010CF_EPM2212091	NA	protein-CDH15_P55291-RnDSystemsOwn_4096MC_PZD0413011	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	TNFSF11|1_O14788|1	NA	CDH15_P55291	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	B02_TNFSF11|1	350	10.096	0.10303	-0.6512	-0.4740	5.488	5.533	3.910	2.510	2.400	5.011	4.996	7.103	-0.1465438	8.051	2.892	-2.737	-4.393	5.796	5.533	1.9003	0.39554	1.175e-03	5.011	5.358	7.963	-2.2291	9.787	0.09539	-0.5794	-0.4041	5.316	5.362	3.790	2.400	2.327	4.846	4.865	6.906	-0.12925	20.70	17.92	10.596	7.575	18.97	20.43	20.33	16.05	10.776	12.27	12.16	7.632	22.53	12.76	7.294	1.407296	-1.3845010	1.1645	155.00	14	FALSE
TNFSF11|1	CDH1|1	LI8X00523	0.11205	0.10435	0.13352	0.10625	0.05287	0.14745	3.590	B02	CDH1|1_TNFSF11|1	MCF10A	LS5p1s3	TNFSF11|1_O14788|1	NA	ES1p2s3	CDH1|1_P12830|1	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-TNFSF11|1_O14788|1-RnDSystemsOwn_390TN010CF_EPM2212091	NA	protein-CDH1|1_P12830|1-RnDSystemsOwn_648EC_BOV1514101	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	TNFSF11|1_O14788|1	NA	CDH1|1_P12830|1	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	B02_TNFSF11|1	350	10.049	0.11892	-0.6272	-0.4527	5.449	5.497	3.868	2.478	2.353	4.978	4.959	7.074	-0.1064513	7.945	3.001	-2.794	-4.429	5.794	5.497	1.7313	0.33924	-1.448e-02	4.978	5.341	7.931	-2.3055	9.681	0.12111	-0.5948	-0.3931	5.293	5.338	3.786	2.380	2.218	4.815	4.841	6.892	-0.10594	20.85	17.85	10.727	7.670	18.88	20.33	20.37	15.98	10.888	12.30	12.32	7.729	22.60	12.87	7.317	1.058694	-0.9237270	1.2667	160.00	15	FALSE
TNFSF11|1	CDH20	LI8X00523	0.11943	0.07542	0.14451	0.07869	0.04995	0.13925	5.887	B02	CDH20_TNFSF11|1	MCF10A	LS5p1s3	TNFSF11|1_O14788|1	NA	ES1p2s3	CDH20_Q9HBT6	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-TNFSF11|1_O14788|1-RnDSystemsOwn_390TN010CF_EPM2212091	NA	protein-CDH20_Q9HBT6-RnDSystemsOwn_5604CA_SND0209111	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	TNFSF11|1_O14788|1	NA	CDH20_Q9HBT6	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	B02_TNFSF11|1	350	9.962	0.13292	-0.6378	-0.4721	5.461	5.489	3.865	2.472	2.341	4.944	4.965	7.049	-0.1304062	7.779	3.221	-2.849	-4.495	5.731	5.489	1.5463	0.20850	-1.902e-02	4.944	5.333	7.917	-2.3599	9.787	0.11482	-0.5785	-0.3819	5.301	5.322	3.825	2.422	2.310	4.854	4.887	6.890	-0.10637	20.74	17.83	10.698	7.734	18.77	20.20	20.20	15.81	10.843	12.31	12.35	7.787	22.53	12.88	7.354	1.039919	-0.9430381	1.2006	143.00	15	FALSE
TNFSF11|1	CDH3|1	LI8X00523	0.10557	0.10754	0.12374	0.10531	0.04614	0.21309	6.052	B02	CDH3|1_TNFSF11|1	MCF10A	LS5p1s3	TNFSF11|1_O14788|1	NA	ES3p2s3	CDH3|1_P22223|1	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-TNFSF11|1_O14788|1-RnDSystemsOwn_390TN010CF_EPM2212091	NA	protein-CDH3|1_P22223|1-RnDSystemsOwn_861PC_CFR1413111	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	TNFSF11|1_O14788|1	NA	CDH3|1_P22223|1	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	B02_TNFSF11|1	350	10.017	0.09518	-0.5889	-0.4645	5.445	5.488	3.866	2.464	2.349	4.980	4.976	7.069	-0.1304172	7.727	3.056	-2.821	-4.472	5.760	5.488	1.6148	0.19962	-7.573e-03	4.980	5.298	7.933	-2.3509	9.726	0.09321	-0.6043	-0.4117	5.277	5.322	3.763	2.361	2.279	4.813	4.843	6.879	-0.11265	20.69	17.90	10.618	7.708	18.56	20.07	20.17	15.75	10.799	12.28	12.27	7.740	22.52	12.78	7.271	1.194151	-1.2079476	1.0893	157.00	13	FALSE
TNFSF11|1	CDH6|1	LI8X00523	0.11328	0.08582	0.11898	0.08708	0.03990	0.14853	5.805	B02	CDH6|1_TNFSF11|1	MCF10A	LS5p1s3	TNFSF11|1_O14788|1	NA	ES1p2s3	CDH6|1_P55285|1	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-TNFSF11|1_O14788|1-RnDSystemsOwn_390TN010CF_EPM2212091	NA	protein-CDH6|1_P55285|1-RnDSystemsOwn_2715CA_NIS1213051	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	TNFSF11|1_O14788|1	NA	CDH6|1_P55285|1	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	B02_TNFSF11|1	350	9.994	0.12935	-0.6314	-0.4561	5.429	5.479	3.880	2.477	2.345	4.960	4.955	7.031	-0.1544967	7.969	3.114	-2.748	-4.409	5.746	5.479	1.6596	0.31122	-1.373e-02	4.960	5.304	7.935	-2.2688	9.634	0.10235	-0.6108	-0.4138	5.292	5.318	3.754	2.350	2.253	4.795	4.804	6.847	-0.11657	20.69	17.83	10.776	7.697	18.88	20.28	20.34	15.96	10.969	12.36	12.28	7.740	22.54	12.84	7.327	1.133140	-1.1548888	1.2140	152.00	15	FALSE
TNFSF11|1	CDH8	LI8X00523	0.09570	0.06779	0.14008	0.06776	0.05268	0.14404	5.199	B02	CDH8_TNFSF11|1	MCF10A	LS5p1s3	TNFSF11|1_O14788|1	NA	ES1p2s3	CDH8_P55286	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-TNFSF11|1_O14788|1-RnDSystemsOwn_390TN010CF_EPM2212091	NA	protein-CDH8_P55286-RnDSystemsOwn_188C8_DIQ0212091	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	TNFSF11|1_O14788|1	NA	CDH8_P55286	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	B02_TNFSF11|1	350	9.921	0.14345	-0.6206	-0.4675	5.409	5.426	3.807	2.412	2.345	4.906	4.891	7.009	-0.1374706	7.764	3.194	-2.835	-4.486	5.717	5.426	1.2509	0.18093	-6.621e-04	4.906	5.270	7.885	-2.3486	9.631	0.12190	-0.5961	-0.4117	5.289	5.310	3.735	2.347	2.202	4.802	4.808	6.854	-0.11269	20.69	17.85	10.724	7.834	18.67	20.12	20.22	15.74	10.929	12.38	12.48	7.878	22.54	12.94	7.301	0.728451	-0.7024055	1.2755	153.00	14	FALSE
TNFSF11|1	CEACAM6	LI8X00523	0.19150	0.14440	0.20336	0.14812	0.37151	0.45560	10.834	B02	CEACAM6_TNFSF11|1	MCF10A	LS5p1s3	TNFSF11|1_O14788|1	NA	ES1p2s3	CEACAM6_P40199	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-TNFSF11|1_O14788|1-RnDSystemsOwn_390TN010CF_EPM2212091	NA	protein-CEACAM6_P40199-RnDSystemsOwn_3934CM_PPU0415041	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	TNFSF11|1_O14788|1	NA	CEACAM6_P40199	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	B02_TNFSF11|1	350	10.034	0.11138	-0.6306	-0.4953	5.447	5.479	3.879	2.457	2.350	4.955	4.968	7.070	-0.1391823	7.832	3.053	-2.782	-4.454	5.748	5.479	1.6229	0.30482	-1.984e-03	4.955	5.332	7.941	-2.3359	9.774	0.10916	-0.5968	-0.4052	5.331	5.374	3.772	2.391	2.296	4.858	4.862	6.910	-0.11501	20.88	18.00	10.804	7.723	18.73	20.17	20.35	15.86	10.985	12.38	12.36	7.705	22.73	12.89	7.299	0.960435	-0.8650849	1.1557	144.00	15	FALSE
TNFSF11|1	COL1	LI8X00523	0.11347	0.08393	0.13622	0.08577	0.03591	0.17187	4.499	B02	COL1_TNFSF11|1	MCF10A	LS5p1s3	TNFSF11|1_O14788|1	NA	ES1p2s3	COL1_Own		NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-TNFSF11|1_O14788|1-RnDSystemsOwn_390TN010CF_EPM2212091	NA	proteinset-COL1_Own-CultrexOwn_344205001_31384J14		NA	LCL-2085	TNFSF11|1_O14788|1	NA	COL1_Own		NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	B02_TNFSF11|1	350	10.029	0.12731	-0.6372	-0.4593	5.474	5.540	3.909	2.503	2.363	5.017	5.006	7.091	-0.1197273	7.877	3.200	-2.777	-4.402	5.783	5.540	1.5058	0.24124	-1.586e-02	5.017	5.338	7.975	-2.2798	9.751	0.10159	-0.5928	-0.4065	5.319	5.344	3.785	2.396	2.328	4.838	4.858	6.897	-0.12219	20.78	17.75	10.742	7.638	18.69	20.20	20.28	15.79	10.919	12.34	12.30	7.687	22.50	12.87	7.316	1.118050	-1.1636217	1.1575	151.00	15	FALSE
TNFSF11|1	COL23A1|1	LI8X00523	0.08497	0.08657	0.11712	0.08291	0.05919	0.19642	3.241	B02	COL23A1|1_TNFSF11|1	MCF10A	LS5p1s3	TNFSF11|1_O14788|1	NA	ES1p2s3	COL23A1|1_Q86Y22|1	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-TNFSF11|1_O14788|1-RnDSystemsOwn_390TN010CF_EPM2212091	NA	protein-COL23A1|1_Q86Y22|1-RnDSystemsOwn_4165CL_POR0109041	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	TNFSF11|1_O14788|1	NA	COL23A1|1_Q86Y22|1	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	B02_TNFSF11|1	350	10.100	0.12561	-0.6257	-0.4725	5.508	5.539	3.903	2.501	2.356	5.003	4.997	7.126	-0.1257004	7.886	3.059	-2.760	-4.442	5.813	5.539	1.6064	0.28545	-1.894e-02	5.003	5.360	7.983	-2.2823	9.822	0.12020	-0.5853	-0.3723	5.332	5.356	3.812	2.406	2.323	4.880	4.890	6.915	-0.09410	20.84	17.93	10.745	7.700	18.71	20.16	20.29	15.75	10.954	12.37	12.25	7.717	22.53	12.82	7.226	0.952642	-0.9004475	1.1740	146.00	15	FALSE
TNFSF11|1	COL2A1|2	LI8X00523	0.11752	0.14472	0.13394	0.14999	0.05628	0.16504	4.870	B02	COL2A1|2_TNFSF11|1	MCF10A	LS5p1s3	TNFSF11|1_O14788|1	NA	ES1p2s3	COL2A1|2_P02458|2	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-TNFSF11|1_O14788|1-RnDSystemsOwn_390TN010CF_EPM2212091	NA	protein-COL2A1|2_P02458|2-EMDMilliporeOwn_CC052_2322552	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	TNFSF11|1_O14788|1	NA	COL2A1|2_P02458|2	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	B02_TNFSF11|1	350	10.030	0.10394	-0.6309	-0.4901	5.435	5.466	3.844	2.462	2.344	4.952	4.934	7.047	-0.1602006	7.833	3.070	-2.776	-4.474	5.757	5.466	1.6289	0.26567	-2.105e-02	4.952	5.288	7.932	-2.2859	9.702	0.11065	-0.5897	-0.4118	5.299	5.315	3.740	2.356	2.237	4.842	4.851	6.883	-0.11343	20.75	17.73	10.676	7.587	18.81	20.22	20.30	15.82	10.835	12.32	12.34	7.625	22.53	12.85	7.303	1.003093	-0.9949605	1.2188	149.50	14	FALSE
TNFSF11|1	COL3A1|1	LI8X00523	0.12118	0.09463	0.16283	0.09393	0.03917	0.14663	3.339	B02	COL3A1|1_TNFSF11|1	MCF10A	LS5p1s3	TNFSF11|1_O14788|1	NA	ES1p2s3	COL3A1|1_P02461|1	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-TNFSF11|1_O14788|1-RnDSystemsOwn_390TN010CF_EPM2212091	NA	protein-COL3A1|1_P02461|1-EMDMilliporeOwn_CC054_2519237	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	TNFSF11|1_O14788|1	NA	COL3A1|1_P02461|1	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	B02_TNFSF11|1	350	10.019	0.13845	-0.6503	-0.4742	5.481	5.505	3.883	2.476	2.364	4.980	4.990	7.106	-0.1531419	7.919	3.002	-2.675	-4.405	5.816	5.505	1.5328	0.28324	-8.537e-03	4.980	5.340	7.988	-2.2444	9.760	0.11160	-0.5934	-0.4067	5.345	5.397	3.776	2.379	2.311	4.822	4.850	6.926	-0.11571	20.87	17.98	10.810	7.799	18.94	20.32	20.45	16.09	11.006	12.42	12.50	7.847	22.62	12.95	7.348	0.635473	-0.6638245	1.1363	153.00	15	FALSE
